id,first name,email,phone,is_valid
500,,pulkit.rohit.iyengar.4524@outlook.com,1231078662.0,0
501,pakshal,pakshal.rohit.shetty.3013@yahoo.com,3591527330.0,1
502,pulkit,pulkit.arun.bhatra.1532@hotmail.com,5133799712.0,1
503,sujal,sujal.rohit.reddy.4560@outlook.com,2134900434.0,1
504,pakshal,pakshal.jayant.singh.2708@iitm.ac.in,5026508020.0,1
505,,raghav.aditya.singh.2468@iitm.ac.in,2537965898.0,0
506,,rohan.kumar.bhatt.3408@iitm.ac.in,2732663107.0,0
507,vrishab,vrishab.jayant.iyengar.2956gmail.,2260892281.0,0
508,vrishab,vrishab.jayant.ambani.1969@yahoo.com,3667740351.0,1
509,pulkit,pulkit.kumar.jindal.2102@hotmail.com,,0
510,sujal,sujal.jayant.shetty.2625@iitm.ac.in,3207160929.0,1
511,pakshal,pakshal.aditya.singh.537@iitm.ac.in,8238760130.0,1
512,rohan,,1660370908.0,0
513,sujal,sujal.kumar.singh.1459@outlook.com,8706093841.0,1
514,pakshal,pakshal.arun.reddy.3340@yahoo.com,,0
515,sujal,sujal.rohit.bhatra.4382@outlook.com,9615270274.0,1
516,sujal,sujal.ramesh.bhatra.2931@iitm,5750815980.0,0
517,pakshal,pakshal.rohit.jindal.3237@outlook.com,5427334554.0,1
518,madhav,,3723205427.0,0
519,rohan,rohan.aditya.bhatt.1010@iitm,1179414276.0,0
520,madhav,madhav.ramesh.iyengar.1735@iitm.ac.in,3201397080.0,1
521,madhav,madhav.aditya.reddy.1592@outlook.com,1492300084.0,1
522,pulkit,pulkit.ramesh.bhatra.2382@yahoo,3884866198.0,0
523,vrishab,vrishab.aditya.ambani.2711@gmail.com,2533897596.0,1
524,raghav,,6659847491.0,0
525,vrishab,vrishab.jayant.bhatt.4634@iitm.ac.in,,0
526,sujal,,8047347877.0,0
527,vrishab,,7282885927.0,0
528,rohan,rohan.kumar.bhatt.4970@yahoo.com,4549548567.0,1
529,vrishab,vrishab.ramesh.bhatra.618@outlook.com,4831562592.0,1
530,,rohan.rohit.shetty.301@yahoo.com,7664045502.0,0
531,pulkit,,3192202822.0,0
532,sujal,sujal.ramesh.shetty.1359@iitm.ac.in,5897854817.0,1
533,rohan,rohan.aditya.bhatt.3961@iitm.ac.in,9328694308.0,1
534,pakshal,pakshal.rohit.shetty.515@gmail.com,6430372469.0,1
535,vrishab,vrishab.arun.iyengar.3180hotmail@com,1199447370.0,0
536,vrishab,,6041646576.0,0
537,vrishab,vrishab.kumar.reddy.3083@hotmail.com,,0
538,rohan,rohan.kumar.bhatt.3604@outlook.com,1711271599.0,1
539,vrishab,vrishab.jayant.shetty.1231@yahoo,1802753761.0,0
540,,pulkit.jayant.bhatra.3945@outlook.com,8195055602.0,0
541,madhav,madhav.ramesh.jindal.184@outlook.com,2046556006.0,1
542,rohan,rohan.arun.bhatt.4200@iitm.ac.in,3457877922.0,1
543,raghav,raghav.arun.jindal.4910@yahoo,3738568701.0,0
544,,pulkit.aditya.ambani.3946@outlook.com,1732578761.0,0
545,pakshal,pakshal.arun.reddy.1374@hotmail.com,3536590481.0,1
