id,first name,email,phone,is_valid
300,pulkit,pulkit.jayant.singh.610@yahoo.com,3826557688.0,1
301,,sujal.arun.bhatt.3263@outlook.com,4989487508.0,0
302,madhav,madhav.aditya.jindal.4429@gmail.com,6719736115.0,1
303,rohan,rohan.ramesh.iyengar.440@gmail.com,5714524551.0,1
304,raghav,raghav.aditya.jindal.2674@hotmail.com,,0
305,,madhav.jayant.jindal.3538@gmail.com,2632399901.0,0
306,sujal,,3722583581.0,0
307,sujal,sujal.kumar.singh.2526@yahoo,7205093305.0,0
308,sujal,sujal.arun.jindal.3677@gmail.com,7495883972.0,1
309,sujal,sujal.jayant.bhatra.4891@hotmail.com,,0
310,,pakshal.kumar.shetty.4686@iitm.ac.in,3238126936.0,0
311,raghav,raghav.jayant.reddy.4040@hotmail.com,1626785308.0,1
312,raghav,,4361527572.0,0
313,vrishab,vrishab.ramesh.ambani.4865@yahoo,3648572296.0,0
314,raghav,,8998080862.0,0
315,,pakshal.ramesh.bhatt.2462@hotmail.com,6157617867.0,0
316,raghav,raghav.jayant.ambani.4718@yahoo.com,,0
317,pakshal,pakshal.rohit.iyengar.933@hotmail.com,8418324922.0,1
318,pakshal,pakshal.jayant.bhatra.3352@yahoo.com,8185384294.0,1
319,madhav,madhav.jayant.bhatt.3467@hotmail.com,8684026200.0,1
320,rohan,rohan.rohit.jindal.4378@yahoo.com,8265834251.0,1
321,,vrishab.aditya.bhatra.896@outlook.com,4302632494.0,0
322,sujal,sujal.aditya.jindal.2717@gmail.com,2848792488.0,1
323,,raghav.arun.shetty.3652@yahoo.com,6901798608.0,0
324,sujal,sujal.rohit.bhatra.2421@iitm.ac.in,5130589741.0,1
325,raghav,,4368413994.0,0
326,sujal,sujal.rohit.ambani.2613@gmail.com,5583478908.0,1
327,sujal,sujal.jayant.bhatra.1347@outlook.com,4180378138.0,1
328,madhav,madhav.jayant.jindal.3786@gmail.com,,0
329,vrishab,vrishab.aditya.shetty.3683@yahoo,7838460497.0,0
330,,madhav.jayant.bhatra.4730@hotmail.com,6097953682.0,0
331,sujal,sujal.jayant.ambani.4324@outlook.com,,0
332,madhav,madhav.ramesh.reddy.4835@yahoo.com,9953941533.0,1
333,sujal,sujal.arun.reddy.959@outlook.com,6081137534.0,1
334,pulkit,pulkit.rohit.bhatt.4709@hotmail.com,6942989052.0,1
335,,vrishab.aditya.bhatt.4546@iitm.ac.in,6011649263.0,0
336,,raghav.rohit.singh.2942@iitm.ac.in,5088130061.0,0
337,pakshal,pakshal.rohit.ambani.3352@hotmail.com,,0
338,,madhav.kumar.singh.1807@outlook.com,2254516608.0,0
339,raghav,raghav.arun.ambani.4634@outlook.com,8584566722.0,1
340,sujal,sujal.jayant.iyengar.4441@hotmail.com,8382963909.0,1
341,sujal,,5433395802.0,0
342,pulkit,pulkit.kumar.shetty.1720@outlook.com,8012696455.0,1
343,,madhav.arun.shetty.487@yahoo.com,7743417981.0,0
344,vrishab,vrishab.jayant.reddy.4692@iitm,1408988968.0,0
345,,pakshal.ramesh.bhatt.1088@hotmail.com,2072355594.0,0
346,pulkit,pulkit.arun.reddy.3394@gmail.com,6906320181.0,1
347,pulkit,pulkit.aditya.reddy.3024@gmail.com,7391102387.0,1
348,,vrishab.rohit.iyengar.519@hotmail.com,2708176663.0,0
349,raghav,raghav.jayant.reddy.2767gmail.,8956094389.0,0
350,sujal,sujal.ramesh.ambani.134@gmail.com,,0
351,pulkit,,2176904638.0,0
352,raghav,raghav.ramesh.bhatt.425@gmail.com,6300607425.0,1
353,sujal,sujal.arun.ambani.639@gmail.com,8215470878.0,1
354,vrishab,vrishab.jayant.bhatra.3460@yahoo,3980840461.0,0
355,,pulkit.kumar.bhatra.846@hotmail.com,6640801643.0,0
356,pakshal,pakshal.arun.bhatt.561@hotmail.com,9626333315.0,1
357,,raghav.ramesh.shetty.1241@gmail.com,9245882468.0,0
358,sujal,sujal.arun.bhatra.4830@yahoo.com,,0
359,pakshal,pakshal.arun.shetty.2269@outlook.com,3768624284.0,1
360,rohan,rohan.aditya.reddy.220@hotmail.com,2295574037.0,1
361,raghav,raghav.ramesh.singh.1961@iitm.ac.in,7420493866.0,1
362,pulkit,pulkit.ramesh.bhatra.4328@yahoo.com,,0
363,rohan,rohan.ramesh.bhatt.3859@outlook.com,4308701294.0,1
364,sujal,sujal.kumar.reddy.1768@hotmail.com,,0
365,vrishab,vrishab.rohit.bhatra.4396@yahoo.com,5950724801.0,1
366,sujal,sujal.aditya.shetty.1273@iitm,7598745558.0,0
367,vrishab,vrishab.rohit.shetty.475@out@look.com,2050032570.0,0
368,rohan,rohan.aditya.singh.2534@iitm.ac.in,1754393408.0,1
369,,vrishab.kumar.bhatt.4067@yahoo.com,9388140708.0,0
370,madhav,,5421051452.0,0
371,,sujal.jayant.bhatra.4065@yahoo.com,2546720356.0,0
372,madhav,madhav.jayant.bhatra.4702@gmail.com,1495354059.0,1
373,,pakshal.kumar.shetty.377@iitm.ac.in,7321180787.0,0
374,pakshal,,2382129132.0,0
375,pakshal,pakshal.kumar.iyengar.979@iitm.ac.in,4873807154.0,1
376,pakshal,pakshal.aditya.singh.3285hotmail@com,8923555411.0,0
377,pulkit,pulkit.kumar.iyengar.1644@hotmail.com,8664400151.0,1
378,raghav,raghav.aditya.ambani.1601@gmail.com,4418680334.0,1
379,pulkit,pulkit.kumar.shetty.4437@out@look.com,4767539382.0,0
380,pakshal,pakshal.ramesh.reddy.852@gmail.com,,0
381,madhav,madhav.ramesh.reddy.763hotmail@com,9141445255.0,0
382,sujal,sujal.aditya.bhatt.3231@hotmail.com,9911329062.0,1
383,vrishab,,8734449371.0,0
384,raghav,raghav.arun.bhatra.1661@iitm.ac.in,1468034755.0,1
385,pulkit,,4308571144.0,0
386,raghav,raghav.kumar.bhatra.1292@yahoo.com,3591164476.0,1
387,madhav,,9800175892.0,0
388,sujal,sujal.rohit.ambani.4555@yahoo,2073108894.0,0
389,sujal,,1561417687.0,0
390,,rohan.aditya.reddy.615@gmail.com,1276905285.0,0
391,pakshal,pakshal.jayant.bhatra.350@iitm.ac.in,9342031932.0,1
392,,rohan.rohit.jindal.4065@yahoo.com,5421592782.0,0
393,madhav,madhav.arun.reddy.2293@yahoo.com,1638367047.0,1
394,,pulkit.rohit.ambani.500@hotmail.com,5671728485.0,0
395,madhav,,4413838650.0,0
396,rohan,,7452729913.0,0
397,sujal,sujal.jayant.shetty.241@hotmail.com,8638763775.0,1
398,rohan,rohan.jayant.shetty.1308@yahoo.com,1430073711.0,1
399,rohan,rohan.ramesh.singh.1798@iitm.ac.in,6963229328.0,1
