id,first name,email,phone,is_valid
400,,madhav.aditya.iyengar.2940@outlook.com,9711080868.0,0
401,madhav,madhav.rohit.reddy.1439@gmail.com,3106408413.0,1
402,madhav,madhav.aditya.shetty.164@yahoo.com,7556046460.0,1
403,rohan,rohan.arun.bhatt.2792gmail.,4079223686.0,0
404,madhav,madhav.aditya.bhatt.909@yahoo.com,8991514523.0,1
405,vrishab,,5728897164.0,0
406,madhav,madhav.ramesh.jindal.3992@outlook.com,8083175325.0,1
407,vrishab,,4498054328.0,0
408,,madhav.arun.singh.4693@outlook.com,1139082827.0,0
409,sujal,sujal.rohit.bhatt.2713@yahoo.com,4201225242.0,1
410,,raghav.arun.bhatra.2751@iitm.ac.in,2918260963.0,0
411,vrishab,vrishab.kumar.iyengar.2103@gmail.com,4380225197.0,1
412,pulkit,pulkit.rohit.jindal.1363@yahoo.com,,0
413,rohan,rohan.rohit.bhatra.3928gmail.,1968870456.0,0
414,raghav,raghav.kumar.iyengar.2140@yahoo.com,5087357728.0,1
415,madhav,madhav.rohit.bhatt.615@out@look.com,5694848867.0,0
416,,vrishab.arun.jindal.1287@iitm.ac.in,1230020161.0,0
417,pulkit,pulkit.ramesh.reddy.2307@gmail.com,2277326067.0,1
418,pulkit,pulkit.aditya.ambani.1259@hotmail.com,5529063864.0,1
419,sujal,sujal.jayant.ambani.1636@iitm.ac.in,1416555576.0,1
420,vrishab,vrishab.jayant.bhatra.3880@hotmail.com,,0
421,pulkit,pulkit.ramesh.reddy.747@yahoo.com,,0
422,,madhav.rohit.singh.2157@yahoo.com,7183638017.0,0
423,rohan,rohan.kumar.bhatt.793@outlook.com,,0
424,madhav,,4786674545.0,0
425,,pulkit.ramesh.singh.4114@iitm.ac.in,1633282877.0,0
426,,madhav.arun.bhatt.350@iitm.ac.in,2818381356.0,0
427,pakshal,pakshal.aditya.reddy.2620@outlook.com,,0
428,,raghav.jayant.ambani.102@iitm.ac.in,2802141793.0,0
429,rohan,rohan.aditya.bhatra.866@outlook.com,,0
430,rohan,rohan.rohit.singh.1411@outlook.com,6477862024.0,1
431,rohan,rohan.ramesh.jindal.318@gmail.com,9070061596.0,1
432,vrishab,,5381866906.0,0
433,pakshal,,5872148707.0,0
434,vrishab,vrishab.rohit.bhatra.1540@outlook.com,,0
435,pakshal,pakshal.jayant.singh.4222@yahoo.com,4399425369.0,1
436,vrishab,vrishab.aditya.jindal.1112@iitm.ac.in,3442428958.0,1
437,pakshal,pakshal.arun.singh.2044@yahoo.com,5437006340.0,1
438,vrishab,vrishab.arun.reddy.3018gmail.,8831899893.0,0
439,madhav,,2915999663.0,0
440,madhav,madhav.jayant.bhatra.2336@iitm.ac.in,5412866242.0,1
441,pakshal,pakshal.aditya.shetty.1814@yahoo.com,3780475472.0,1
442,vrishab,vrishab.rohit.singh.73@yahoo.com,4439688162.0,1
443,rohan,rohan.jayant.reddy.3472@yahoo.com,,0
444,madhav,,1439427140.0,0
445,,vrishab.kumar.ambani.523@iitm.ac.in,6484179008.0,0
446,rohan,,9699264134.0,0
447,,pulkit.rohit.jindal.290@outlook.com,4504756453.0,0
448,vrishab,vrishab.rohit.iyengar.4156@out@look.com,3397657114.0,0
449,,madhav.ramesh.reddy.4580@yahoo.com,1383539822.0,0
450,pulkit,pulkit.jayant.iyengar.2135@out@look.com,7809974292.0,0
451,sujal,sujal.ramesh.bhatra.3869@hotmail.com,4820055862.0,1
452,rohan,rohan.jayant.jindal.443@yahoo.com,1647588523.0,1
453,pulkit,pulkit.aditya.ambani.1174@hotmail.com,4073772623.0,1
454,raghav,raghav.ramesh.bhatt.2568@hotmail.com,3725152347.0,1
455,raghav,raghav.arun.bhatt.4721@yahoo,4283432667.0,0
456,rohan,rohan.rohit.jindal.3305@gmail.com,7345385864.0,1
457,rohan,rohan.arun.iyengar.116@gmail.com,9126105576.0,1
458,vrishab,vrishab.kumar.shetty.1854@gmail.com,6773938304.0,1
459,pulkit,pulkit.aditya.reddy.1369@outlook.com,,0
460,rohan,rohan.aditya.iyengar.3553@yahoo.com,,0
461,pakshal,pakshal.arun.bhatt.3305@iitm.ac.in,1082140117.0,1
462,madhav,madhav.ramesh.singh.4831@yahoo.com,3167384632.0,1
463,vrishab,vrishab.ramesh.singh.3074@gmail.com,9798613995.0,1
464,vrishab,vrishab.kumar.singh.949hotmail@com,7085004726.0,0
465,raghav,raghav.rohit.bhatt.1684@gmail.com,,0
466,vrishab,vrishab.aditya.reddy.4962hotmail@com,4009596757.0,0
467,vrishab,vrishab.aditya.bhatra.2316@outlook.com,5751366455.0,1
468,,madhav.jayant.shetty.2933@gmail.com,8316205130.0,0
469,rohan,rohan.rohit.shetty.3938@gmail.com,2419931729.0,1
470,vrishab,vrishab.kumar.bhatra.4704@gmail.com,8168394616.0,1
471,pakshal,pakshal.aditya.bhatra.830@hotmail.com,9180965181.0,1
472,raghav,raghav.jayant.ambani.411@gmail.com,,0
473,sujal,sujal.kumar.singh.1134@outlook.com,,0
474,raghav,raghav.ramesh.bhatra.3053@gmail.com,8795212264.0,1
475,pulkit,pulkit.rohit.ambani.2227@iitm.ac.in,,0
476,sujal,sujal.arun.singh.1306@iitm.ac.in,,0
477,rohan,rohan.rohit.iyengar.237@gmail.com,,0
478,pulkit,pulkit.rohit.singh.519@yahoo.com,2349641712.0,1
479,rohan,rohan.aditya.bhatra.3546@iitm.ac.in,,0
480,,pakshal.aditya.singh.96@gmail.com,8940731272.0,0
481,pakshal,pakshal.rohit.iyengar.1974@outlook.com,2194675791.0,1
482,vrishab,vrishab.rohit.jindal.1926@gmail.com,,0
483,pakshal,pakshal.rohit.ambani.2590@hotmail.com,3806215682.0,1
484,pulkit,pulkit.kumar.singh.745@hotmail.com,8033172680.0,1
485,raghav,raghav.jayant.singh.1827@yahoo.com,,0
486,vrishab,,1952396600.0,0
487,rohan,rohan.aditya.iyengar.871@hotmail.com,6000009225.0,1
488,sujal,sujal.jayant.shetty.1537@hotmail.com,8955114245.0,1
489,pakshal,pakshal.arun.iyengar.883@outlook.com,8546898960.0,1
490,sujal,sujal.rohit.ambani.4828@outlook.com,3142452709.0,1
491,pulkit,pulkit.aditya.ambani.4165@iitm.ac.in,4909199720.0,1
492,,sujal.rohit.iyengar.4130@yahoo.com,9080510951.0,0
493,pulkit,pulkit.jayant.reddy.3710@hotmail.com,4456576082.0,1
494,rohan,rohan.ramesh.reddy.4488@iitm.ac.in,8991678061.0,1
495,madhav,madhav.aditya.reddy.2829@yahoo.com,8030335064.0,1
496,rohan,rohan.rohit.jindal.4374@outlook.com,8934097788.0,1
497,sujal,sujal.kumar.jindal.1191@iitm.ac.in,9817847029.0,1
498,,raghav.arun.reddy.2053@outlook.com,9856363546.0,0
499,sujal,sujal.jayant.ambani.840@out@look.com,2670255496.0,0
